name,latitude,longitude,country
Cianca,43.3825921,-3.8770694,ES
Cilleruelo de Bezana,42.9737572,-3.84962559999997,ES
Cobrana,42.625594,-6.4963119,ES
Colindres,43.39667,-3.45361,ES
Collado de Cieza,43.239722,-4.09666700000002,ES
Columbrianos,42.572158,-6.61106100000006,ES
Coma-ruga,41.182712,1.5259399,ES
Comunion,42.7171582,-2.9668538,ES
Congosto,42.61755,-6.52048,ES
Cortegana,37.91116,-6.82045,ES
A Coruna,43.37135,-8.396,ES
Cox,38.14164,-0.88736,ES
Creixell,41.1655007,1.43597810000006,ES
Cubillo de Castrejon,42.80863,-4.56884,ES
Dallo,42.8728937,-2.46814180000001,ES
Darmos,41.098311,0.703088999999977,ES
Denia,38.84078,0.10574,ES
Eguilaz-Egilatz,42.8635106,-2.33237380000003,ES
El Palmar,37.93939,-1.16095,ES
El Pardo,40.5191119,-3.77588000000003,ES
El Pedroso,37.85,-5.76667,ES
El Refugio,40.0639498,0.01574,ES
El Regato,43.2641216,-3.01788390000002,ES
Elciego,42.51569,-2.61897,ES
Elda,38.47783,-0.79157,ES
Els Prats de Rei,41.70592,1.54319,ES
Entrambasaguas-Menamayor,43.116562,-3.2651,ES
Entrambasaguas,43.37846,-3.68072,ES
Entrambosrios,43.044331,-3.69575,ES
Errenteria,43.3081107,-1.8912823,ES
Escalante,43.43678,-3.51347,ES
Estepona,36.42764,-5.14589,ES
Estebanez de la Calzada,42.44107,-5.94181,ES
Etxabarri Urtupina,42.8688435,-2.50061049999999,ES
Fojedo,42.5,-5.73333,ES
Folgoso de la Ribera,42.6438462,-6.3200696,ES
Fontellas,42.02694,-1.57648,ES
Fuentesnuevas,42.57446,-6.64039,ES
Fuentespina,41.6308,-3.68475,ES
Fustinana,42.02087,-1.48526,ES
Garcia,41.1364174,0.650628299999994,ES
Gazeo,42.8489185,-2.43075020000003,ES
Gelsa,41.4074528,-0.461143799999945,ES
Gordexola,43.179379,-3.0748899,ES
Grandoso,42.84927,-5.27657,ES
Granja de Rocamora,38.15157,-0.8917,ES
Grimaldo,39.8389,-6.35065,ES
Grisalena,42.59122,-3.26416,ES
Guenes,43.2099232,-3.0952682,ES
Gevora,38.9205203,-6.9426087,ES
Helguera,43.156719,-4.03717,ES
Heras,43.39538,-3.76792,ES
Herbosa,42.974465,-3.900538,ES
Heredia,42.8782608,-2.44356579999999,ES
Hornedo,43.3658333,-3.6294444,ES
Hospital de Orbigo,42.4627248,-5.8815485,ES
Hoznayo,43.39,-3.6930556,ES
Huarte,42.8297005,-1.5903842,ES
Humilladero,37.1138425,-4.7038293,ES
Ibarguren,42.8610045,-2.277505,ES
Ihabar,42.9191871,-1.91708219999998,ES
Ilarraza,42.8605835,-2.59846349999998,ES
Iraneta,42.923411,-1.94474309999998,ES
Irura,43.16651,-2.06746,ES
Iturmendi,42.8899155,-2.11863649999998,ES
Jabugo,37.91667,-6.73333,ES
Jatiel,41.2196472,-0.381603899999959,ES
Javea,38.7833333,0.1666667,ES
Jirueque,40.964312,-2.902891,ES
L'Albi,41.4230658,0.9360877,ES
L'Ampolla,40.8123438,0.7071009,ES
L'Hostalnou,41.788891,0.82564,ES
La Almunia,41.4781819,-1.374096,ES
La Borbolla,43.3678531,-4.6363442,ES
La Cavada,43.3523467,-3.7079622,ES
La Corte,37.95388,-6.83178,ES
La Cuadra,42.899029,-4.19538,ES
La Florida,41.51988,2.19029,ES
La Gangosa,36.803178,-2.622841,ES
La Llavinera,41.735556,1.55527800000004,ES
La Llosa,39.7695798,-0.206296699999939,ES
La Montana,43.3230556,-4.0166667,ES
La Nava,37.96025,-6.74541,ES
La Pineda,41.0743152,1.1782226,ES
La Pobla de Massaluca,41.1807802,0.353360699999939,ES
La Poblacion,43.0302735,-3.9448091,ES
La Regola,41.9953112,0.7934042,ES
La Serra d'Almos,41.0798056,0.7441667,ES
La Silva,42.6024,-6.26609,ES
La Vinuela,38.6964,-4.33149,ES
La Virgen del Camino,42.580202,-5.6406814,ES
La Zaida,41.325852,-0.427247699999953,ES
Labarces,43.325588,-4.39363,ES
Lacorzanilla,42.679489,-2.88423,ES
Lakuntza,42.9226128,-2.0260945,ES
Lantueno,43.04969,-4.08233,ES
Lardero,42.426862,-2.461529,ES
Laredo,43.4098,-3.41613,ES
Las Presillas,43.3246068,-3.9897561,ES
Las Ventas de Albares,42.6022069,-6.3902781,ES
Lasarte,43.26774,-2.02169,ES
Leces,43.46413,-5.11019,ES
Lecinana,43.0921829,-3.4025273,ES
Liguerzana,42.8572404,-4.4584138,ES
Llaranes,43.549999,-5.9,ES
Lorca,37.66667,-1.7,ES
Lorenzana,42.6688889,-5.6319444,ES
Los Rabanos,41.718031,-2.476473,ES
Magaz de Abajo,42.6012,-6.6805,ES
Mallen,41.902388,-1.417128,ES
Maltrana,43.12755,-3.26431,ES
Manzanilla,37.390082,-6.433271,ES
Marbella,36.51543,-4.88583,ES
Margolles,43.4061,-5.1113,ES
Matachana,42.6041667,-6.4394444,ES
Matamorisca,42.8431131,-4.3109296,ES
Matamorosa,42.98177,-4.14933,ES
Matauco,42.8603271,-2.57799520000003,ES
Mengibar,37.96978,-3.80884,ES
Menarguens,41.7321109,0.744964,ES
Mezquia,42.8635953,-2.35387709999998,ES
Miami-Platja,41.0029116,0.9329295,ES
Milagro,42.24063,-1.762992,ES
Moguer,37.27559,-6.83851,ES
Montejaque,36.7353512,-5.25111790000005,ES
Montgat,41.4664182,2.2787632,ES
Aginaga,43.2751,-2.07276,ES
Berbes,43.4726,-5.15353,ES
Cacabelos,42.60021,-6.72373,ES
Castelnou,41.2278672,-0.364537899999959,ES
Corrobarceno,43.29276,-3.95731,ES
Egues,42.825,-1.5513889,ES
Etxarren,42.913728,-1.8564244,ES
Ferral del Bernesga,42.61544,-5.66026,ES
Fontdepou,41.9619482,0.7572915,ES
Galaroza,37.92864,-6.7073,ES
Irus,43.0940985,-3.3889742,ES
La Sentiu de Sio,41.8051712,0.8788352,ES
Lezana de Mena,43.0841214,-3.34707779999997,ES
Liendo,43.3982092,-3.3751375,ES
Manzanal del Puerto,42.5905194,-6.2219995,ES
Mollina,37.12534,-4.65686,ES
Monzon,41.9157645,0.1928216,ES
Movellan,43.320702,-4.34592,ES
Munain,42.845918,-2.35375680000004,ES
Muros,42.77617,-9.06032,ES
Muneca,42.7921709,-4.8016292,ES
Malaga,36.72016,-4.42034,ES
Mora d'Ebre,41.08333,0.63333,ES
Navaridas,42.5456912,-2.625389,ES
Niembru,43.4373737,-4.84329579999996,ES
Noceco,43.0915,-3.48042,ES
Nocedo de Gordon,42.8339554,-5.6605849,ES
Noja,43.4891667,-3.5230556,ES
Norena,43.39364,-5.70662,ES
Novelda,38.38479,-0.76773,ES
Novillas,41.93334,-1.39412,ES
Nules,39.85362,-0.15642,ES
Obregon,43.3455964,-3.8607583,ES
Oiartzun,43.298838,-1.86241559999996,ES
Ollauri,42.5417611,-2.8340269,ES
Olleros de Sabero,42.8302355,-5.18035780000002,ES
Orihuela,38.08483,-0.94401,ES
Oruna,43.40337,-3.95261,ES
Osera,41.534186,-0.579578,ES
Otero de Curueno,42.8568138,-5.3946096,ES
Ourense,42.33333,-7.85,ES
Arnuero,43.47756,-3.56959,ES
Corvera,43.2672222,-3.945,ES
Ginestar,41.04184,0.6329,ES
Irurtzun,42.917785,-1.827289,ES
Laguardia,42.5546,-2.58528,ES
Leza,42.5655215,-2.6331952,ES
Mendioroz,42.8165656,-1.4922406,ES
Orio,43.279531,-2.1290671,ES
Palau de Noguera,42.14733,0.89542,ES
Palmones,36.1756294,-5.43483300000003,ES
Paradores,43.0968625,-3.3358318,ES
Pasai Antxo,43.3177325,-1.91765550000002,ES
Paterna del Campo,37.4192869,-6.4021367,ES
Penella,38.7010217,-0.4251852,ES
Penilla,43.2862262,-3.9489515,ES
Peredilla,42.825173,-5.6415231,ES
Perlora,43.5773613,-5.7503375,ES
Penacastillo,43.44536,-3.86757,ES
Piedras Blancas,43.5597,-5.9772,ES
Pieros,42.6058942,-6.7499011,ES
Pinzales,43.488628,-5.72311,ES
Plasencia,40.03333,-6.08333,ES
Pozo Estrecho,37.7103017,-0.9928226,ES
Prendes,43.56667,-5.75,ES
Puebla de Sancho Perez,38.3958149,-6.40108090000001,ES
Puebla de Vicar,36.800672,-2.646099,ES
Puente Nuevo,43.3969497,-4.9118206,ES
Puente Viesgo,43.29815,-3.96817,ES
Puente de Alba,42.81953,-5.62782,ES
Pueyo,42.56506,-1.64826,ES
Puigcercos,42.1315278,0.8912694,ES
Puiggros,41.551172,0.888991,ES
Purullena,37.31763,-3.19056,ES
Quintanilla del Rebollar,43.0554865,-3.6265364,ES
Quiroga,42.4755,-7.2731,ES
Quisicedo,43.0502,-3.66325,ES
Rabanal de Fenar,42.8095137,-5.5764966,ES
Ramales de la Victoria,43.2569092,-3.4634142,ES
Rasines,43.30505,-3.4292,ES
Raval de Cristo,40.8067069,0.495224300000018,ES
Redovan,38.112406,-0.901598,ES
Requejo,42.03044,-6.74227,ES
Revilla,43.40642,-3.86616,ES
Riocorvo,43.3121344,-4.0701842,ES
Rioja,36.9450225,-2.4631181,ES
Rivero,43.27591,-4.04799,ES
Robledo de Fenar,42.828972,-5.5401,ES
Robles de la Valcueva,42.8378326,-5.50801760000002,ES
Rodanillo,42.64362,-6.44342,ES
Rodiezmo,42.9395,-5.6836,ES
Roquetas,36.7636819,-2.6154266,ES
Roquetes,40.8198735,0.500978099999998,ES
Rubalcaba,43.3244965,-3.7428742,ES
Rueda,42.85672,-4.41663,ES
Rumoroso,43.38615,-3.99745,ES
Sabadell,41.54329,2.10942,ES
Sabero,42.83593,-5.14875,ES
Salcedo,43.48787,-5.74035,ES
Salinas (Asturias),43.57669,-5.95575,ES
Samper de Calanda,41.1901169,-0.38995019999993,ES
San Andres de las Puentes,42.5725749,-6.37689369999998,ES
San Andres del Rabanedo,42.61174,-5.61671,ES
San Feliz de Orbigo,42.47666,-5.89672,ES
San Fernando,36.4759,-6.198166,ES
San Gines,37.9529515,-1.1754956,ES
San Justo de la Vega,42.45696,-6.01826,ES
San Martin de la Tercia,42.94629,-5.72318,ES
San Martin del Camino,42.49488,-5.80935,ES
San Medel,42.33317,-3.59665,ES
San Pedro de Pegas,42.4511111,-5.8741667,ES
San Roman de la Vega,42.47017,-6.02214,ES
San Roque,36.2104615,-5.3844317,ES
Sangonera la Verde,37.9287007,-1.2070113,ES
Sanlucar la Mayor,37.38604,-6.195441,ES
Sant Fruitos de Bages,41.751936,1.867555,ES
Sant Joan de Vilatorrada,41.7430778,1.8046833,ES
Sant Joan del Pas,40.605197,0.393385999999964,ES
Sant Pere dels Arquells,41.643383,1.31655799999999,ES
Santa Cruz de Montes,42.5822043,-6.3126388,ES
Santa Marina de Piedramuelle,43.3466274,-5.91633279999996,ES
Santa Marina del Sil,42.6629133,-6.5043099,ES
Santa Maria de Cayon,43.30849,-3.8368,ES
Santa Olaja,42.5592883,-5.5524196,ES
Santa Pola,38.19165,-0.5658,ES
Santelices,43.0052444,-3.7416047,ES
Albujon,37.71665,-1.04816,ES
Antromero,43.60182,-5.77563,ES
Barasoain,42.6041027,-1.6457114,ES
Callus,41.783814,1.783175,ES
Cortijos de Marin,36.7575195,-2.65416630000004,ES
El Solanillo,36.7350933,-2.65760320000004,ES
Els Reguers,40.838484,0.449095400000033,ES
Els Valentins,40.627222,0.366389000000026,ES
Esles,43.28171,-3.80372,ES
La Palma,37.688882,-0.9629201,ES
La Venta del Viso,36.7940703,-2.6973141,ES
Latasa,42.955,-1.8227778,ES
Lloreda,43.29434,-3.82102,ES
Loriana,43.38042,-5.92658,ES
Mere,43.3745214,-4.9133506,ES
Mestas,43.39121,-4.95814,ES
Miravet,41.0407656,0.599851199999989,ES
Mirones,43.29576,-3.70378,ES
Naveces,43.5665333,-6.009667,ES
Prases,43.2466667,-3.9463889,ES
Quintanilla del Valle,42.50966,-5.93223,ES
Ribera d'Ondara,41.616304,1.329045,ES
Samaniego,42.56854,-2.67974,ES
San Miguel de Meruelo,43.46211,-3.58877,ES
Sant Rafel del Riu,40.6061087,0.3470531,ES
Santibanez de Valdeiglesias,42.458056,-5.93000000000006,ES
Santiurde de Toranzo,43.23819,-3.93948,ES
Santo Tomas de las Ollas,42.5552778,-6.5788889,ES
Santomera,38.062259,-1.045205,ES
Santona,43.444511,-3.454264,ES
Santpedor,41.78309,1.84673,ES
Saron,43.3244359,-3.85410780000007,ES
Sestao,43.30975,-3.00716,ES
Setenil de las Bodegas,36.8624263,-5.17644689999997,ES
Sidamon,41.6281,0.8322,ES
Silio,43.14813,-4.01728,ES
Silleda,42.69605,-8.24653,ES
Silvota,43.5464262,-5.8558932,ES
Sinovas,41.70129,-3.66463,ES
Sobarzo,43.34598,-3.83881,ES
Sobremazas,43.37582,-3.74559,ES
Socobio,43.314941,-3.94461,ES
Solana de Fenar,42.825115,-5.549218,ES
Solares,43.38334,-3.73861,ES
Somahoz,43.24648,-4.06235,ES
Sopenano,43.07362,-3.33487,ES
Sorauren,42.86766,-1.60941,ES
Sotillos,42.83333,-5.2,ES
Sona,43.3828789,-4.0028332,ES
Suterranya,42.1521742,0.9484167,ES
Tabaza,43.5371825,-5.8343947,ES
Talarn,42.18575,0.90068,ES
Taracena,40.65352248501,-3.12702655792236,ES
Tarilonte de la Pena,42.8190727,-4.6686097,ES
Tarrueza,43.3934535,-3.4005202,ES
Tarres,41.422673,1.0194254,ES
Tivissa,41.0408609,0.733085800000026,ES
Toralino,42.37712,-5.97171,ES
Toreno,42.6992679,-6.51315,ES
Tornin,43.3163004,-5.1292001,ES
Torregrosa,41.58034,0.82864,ES
Trapagaran,43.3049937,-3.03723330000003,ES
Tremor de Abajo,42.6434013,-6.2697928,ES
Tres Caminos,36.4689759,-6.16811050000001,ES
Trobajo del Camino,42.59642,-5.60798,ES
Tudela,42.06166,-1.60452,ES
Ulldecona,40.59734,0.44718,ES
Ungo,43.1412,-3.26534,ES
Urabain,42.8633691,-2.29458460000001,ES
Urdiain,42.8889772,-2.13643139999999,ES
Valdelafuente,42.5693214,-5.514198,ES
Valladolid,41.65,-4.71667,ES
Vallejo,43.0847838,-3.30105739999999,ES
Vallejuelo,43.071447,-3.335357,ES
Valmartino,42.789979,-5.1083592,ES
Valtuille,42.5944444,-6.7627778,ES
Valverde de la Virgen,42.5702891,-5.6794028,ES
Vargas,43.3216667,-3.9605556,ES
Vega,43.4768783,-5.1302818,ES
Vega de Gordon,42.8697271,-5.6618997,ES
Veguellina de Orbigo,42.438004,-5.884985,ES
Velilla del Rio Carrion,42.821339,-4.8493,ES
Velilla de Ebro,41.3743809,-0.436972200000014,ES
Velilla de la Reina,42.5516667,-5.7947222,ES
Venta de Gutierrez,36.805149,-2.63216,ES
Ventosilla,42.9421536,-5.6635433,ES
Veranes,43.4865009,-5.7582253,ES
Verdiago,42.8633994,-5.1389719,ES
Vicuna,42.8509636,-2.3361606,ES
Vidanes,42.7635985,-5.1402749,ES
Vielha,42.7030131,0.7932456,ES
Vilac,42.71667,0.8,ES
Vilagrassa,41.648492,1.106031,ES
Vilamitjana,42.1471,0.91858,ES
Villabona,43.1869294,-2.0525483,ES
Villadangos del Paramo,42.5168663,-5.7671402,ES
Villadiezma,42.3952778,-4.4102778,ES
Villafranca del Bierzo,42.6083936,-6.8085542,ES
Villagarcia de la Vega,42.391606,-5.92571799999996,ES
Villamorisca,42.7558615,-4.9968734,ES
Villanueva de Arriba,42.7921944,-4.7797778,ES
Villanueva de Mena,43.0983056,-3.3016111,ES
Villanueva de Teba,42.648508,-3.164361,ES
Villanueva de Villaescusa,43.3697222,-3.8613889,ES
Villanueva de las Manzanas,42.470998,-5.482841,ES
Villanueva del Carnero,42.5286111,-5.6133333,ES
Villaperez,43.4078593,-5.8448437,ES
Villar de Mazarife,42.482334,-5.7292249,ES
Villarejo de Orbigo,42.4450763,-5.9046545,ES
Villasana de Mena,43.0999653,-3.2832818,ES
Villasante,43.0656161,-3.4740356,ES
Villayuda o la Ventilla,42.3435962,-3.6499673,ES
Villegar,43.2226231,-3.949223,ES
Vinallop,40.7750495,0.513230600000043,ES
Vinebre,41.1848524,0.5881565,ES
Virtus,42.98152,-3.83277,ES
Vivanco,43.0921251,-3.3530608,ES
Vicar,36.8314423,-2.64188209999998,ES
Zambrana,42.662933,-2.8814059,ES
Zarautz,43.28441,-2.172193,ES
Ziordia,42.8705055,-2.22766390000004,ES
Zurbano,42.8717124,-2.6176868,ES
El Vilosell,41.38333,0.95,ES
Els Omellons,41.5,0.96667,ES
Les Corts,41.38712,2.13007,ES
Andoain,43.21658,-2.0253,ES
Corigos,43.29319,-5.137506,ES
Figuerola d'Orcau,42.1326389,0.99625,ES
Fulleda,41.46334,1.02395,ES
Gallarta,43.3174749,-3.07444069999997,ES
Grado,43.38811,-5.96849,ES
L'Espluga Calba,41.49628,1.00489,ES
La Aparecida,37.66981,-0.95212,ES
La Arena,43.6126473,-5.8072035,ES
La Milla del Rio,42.5708333,-5.8480556,ES
La Pobla de Cervoles,41.3669665,0.9155523,ES
La Vega de Almanza,42.7321703,-5.0053128,ES
Leioa,43.321504,-2.985555,ES
Llanera,43.43333,-5.88333,ES
Llerana,43.261318,-3.80883,ES
Luanco,43.61517,-5.79344,ES
Miralcamp,41.60516,0.87987,ES
Meizara,42.4522222,-5.6927778,ES
Ontaneda,43.19925,-3.92386,ES
Ortuella,43.3093399,-3.05386390000001,ES
Pervis,43.28706,-5.13581,ES
Portugalete,43.32099,-3.02064,ES
Rasquera,41.0019258,0.5985124,ES
San Martin de Toranzo,43.2213022,-3.9315472,ES
San Vicente de Toranzo,43.212026,-3.9391112,ES
Santa Maria de la Isla,42.352888,-5.928941,ES
Santurtzi,43.328128,-3.0336586,ES
Saro,43.25961,-3.84283,ES
Toldanos,42.5486,-5.48212,ES
Tombrio de Abajo,42.7094446,-6.5529858,ES
Toral de Fondo,42.3533,-5.95042,ES
Vega de Villafufre,43.2552778,-3.8472222,ES
Villaherreros,42.3888932,-4.4625968,ES
Abalos,42.57154,-2.70956,ES
Armellada,42.55205,-5.86311,ES
Berlanga del Bierzo,42.73104,-6.60565,ES
Conques,42.11881,1.01231,ES
Entrambasmestas,43.16535,-3.90062,ES
Fontecha,42.44037,-5.69315,ES
Fuejo,43.36538,-5.99064,ES
Getxo,43.35689,-3.01146,ES
Granda,43.44618,-5.93068,ES
Isona,42.11758,1.04618,ES
La Mata del Paramo,42.4229005,-5.738539,ES
Los Beatos,37.66356,-0.90234,ES
Mendivil,42.6208273,-1.6361045,ES
Mondreganes,42.696962,-5.0218217,ES
Palacios de la Valduerna,42.32773,-5.9383,ES
Pobladura de Fontecha,42.4333333,-5.675,ES
Tombrio de Arriba,42.71684,-6.57983,ES
Turcia,42.5343,-5.87844,ES
Villafane,42.5525,-5.4272222,ES
Villamoros,42.5348164,-5.4446947,ES
El Algar,37.6474,-0.86699,ES
La Baneza,42.3,-5.9,ES
La Ventona,43.1458333,-3.8994444,ES
Mansilla Mayor,42.5096771,-5.4436199,ES
Mansilla de las Mulas,42.498857,-5.417383,ES
Requejo de la Vega,42.3099826,-5.8861745,ES
Santa Cruz de Llanera,43.4629306,-5.9324818,ES
Santiago de la Valduerna,42.3066667,-5.9233333,ES
Trubia,43.3377,-5.99395,ES
Unzue,42.652142,-1.62699,ES
Vega de Espinareda,42.728155,-6.652209,ES
Villagallegos,42.3944444,-5.6525,ES
Cazpurrion,43.1192284,-3.9036544,ES
La Union,37.6213893,-0.8824204,ES
Pedregal,43.316448,-5.98599,ES
Regueras,42.291392,-5.858929,ES
Tiebas,42.69389,-1.63969,ES
Arce,43.40953,-3.94221,ES
Beriain,42.7330941,-1.6451045,ES
Breda,41.749901,2.55855,ES
Pau,42.3162558,3.11681529999998,ES
San Martin de Torres,42.27117,-5.85161,ES
San Miguel de Luena,43.09483,-3.92515,ES
Villalba del Alcor,37.397435,-6.479972,ES
Bolvir,42.41775,1.87986,ES
Godall,40.65516,0.46858,ES
La Galera,40.6818426,0.4631743,ES
Les Ventalles,40.6440531,0.4984806,ES
Masdenverge,40.7152737,0.5310995,ES
Noain,42.7592397,-1.6333848,ES
Villalmanzo,42.0488955,-3.7416047,ES
Zujaira,37.2568,-3.8039,ES
All,42.39735,1.84021,ES
Amposta,40.71308,0.58103,ES
Alp,42.37256,1.88699,ES
Das,42.36143,1.87051,ES
Isovol,42.378096,1.8176639,ES
Prats,42.36489,1.83721,ES
A Caniza,42.2128861,-8.272978,ES
Abla,37.14245,-2.77808,ES
Abrera,41.51682,1.901,ES
Adra,36.74961,-3.02055,ES
Adrall,42.3263,1.40086,ES
Agron,37.0300898,-3.8292747,ES
Aguadulce,37.25273,-4.99269,ES
Ahillones,38.2603,-5.8653,ES
Alaejos,41.30732,-5.21567,ES
Alameda,37.2087,-4.6586,ES
Albalate de Cinca,41.72521,0.15244,ES
Albelda de Iregua,42.358367,-2.47278,ES
Alberic,39.11667,-0.51667,ES
Albero Alto,42.05031,-0.3371,ES
Albondon,36.827012,-3.212139,ES
Albunuelas,36.92828,-3.63184,ES
Alcarras,41.56667,0.51667,ES
Alcaniz,41.05,-0.13333,ES
Alcoba,39.25988,-4.47715,ES
Alcobendas,40.54746,-3.64197,ES
Alcolea,36.97458,-2.9615,ES
Alcolea de Cinca,41.71944,0.11716,ES
Alconchel,38.51667,-7.06667,ES
Alcossebre,40.2441,0.2749,ES
Alcudia de Monteagud,37.23529,-2.2665,ES
Alcutar,36.9672222,-3.1922222,ES
Aldover,40.879942,0.49920689999999,ES
Alfajarin,41.6127526,-0.7045921,ES
Alfarras,41.8311,0.5692,ES
Alguaire,41.73703,0.5845,ES
Alhama de Almeria,36.9593739,-2.565795,ES
Alhendin,37.106314,-3.640705,ES
Allariz,42.19044,-7.80175,ES
Almarza,41.946783,-2.468999,ES
Almatret,41.305148,0.422979,ES
Almedinilla,37.43902,-4.09052,ES
Almocaizar,37.1364949,-2.013471,ES
Almonte,37.2646951854726,-6.51667356491089,ES
Almudafar,41.64425,0.20617,ES
Almunecar,36.73393,-3.69072,ES
Altea,38.59885,-0.05139,ES
Alas,42.3514596,1.5082559,ES
Ambasmestas,42.666,-6.9286,ES
Ambas,43.4455813,-5.48478350000005,ES
Aneto,42.55808,0.74553,ES
Arboleas,37.35024,-2.07384,ES
Archena,38.11631,-1.30043,ES
Arcos de la Frontera,36.75075,-5.81056,ES
Areatza,43.11667,-2.76667,ES
Arenas del Rey,36.95799,-3.89362,ES
Aretxabaleta,43.03414,-2.50456,ES
Arfa,42.33105,1.41538,ES
Arguedas,42.17759,-1.59719,ES
Arlanzon,42.3227938,-3.4580391,ES
Aren,42.25817,0.72141,ES
Atienza,41.1972242265026,-2.87129402160645,ES
Azuaga,38.26667,-5.68333,ES
Anezcar,42.8650652,-1.72035089999997,ES
Aos,42.7567911,-1.3861999,ES
Baena,37.6167,-4.32245,ES
Bailen,38.096386,-3.777855,ES
Balanegra,36.7503775,-2.9033831,ES
Baralla,42.8927,-7.2513,ES
Barillas,41.9706,-1.6622,ES
Baza,37.49073,-2.77259,ES
Baul,37.4277993,-2.92931010000007,ES
Becerrea,42.85,-7.16667,ES
Becilla de Valderaduey,42.1,-5.21667,ES
Beires,37.01237,-2.79134,ES
Belerda,43.160751,-5.31508,ES
Bellcaire d'Urgell,41.757674,0.906244,ES
Belmez,38.272768,-5.204902,ES
Benabarre,42.10586,0.48211,ES
Benalua de las Villas,37.42742,-3.68346,ES
Benavente,42,-5.68333,ES
Benidorm,38.53816,-0.13098,ES
Benissa,38.7145489,0.05249189999995,ES
Benitachell,38.73273,0.14354,ES
Berducedo,43.23286,-6.76991,ES
Berga,42.10429,1.84628,ES
Bergara,43.1259269,-2.4232063,ES
Berja,36.84693,-2.94966,ES
Berlanga,38.2836,-5.8315,ES
Berrocal,37.60863,-6.54147,ES
Bielva,43.313839,-4.46203,ES
Biosca,41.84186,1.35889,ES
Blascosancho,40.87744,-4.63743,ES
Bodonal de la Sierra,38.146,-6.5602,ES
Bolnuevo,37.56349,-1.31536,ES
Brieves,43.48354,-6.4347,ES
Bubion,36.946882,-3.353449,ES
Buitrago del Lozoya,40.989823,-3.63831140000002,ES
Bullas,38.0433449,-1.6736397,ES
Bulnes,43.235958,-4.81997,ES
Bunuel,41.98009,-1.44503,ES
Bejar,40.38333,-5.76667,ES
Cabanaquinta,43.16148,-5.62344,ES
Caboalles de Abajo,42.95238,-6.37015,ES
Cabra,37.47249,-4.44206,ES
Cajar,37.130638,-3.56946,ES
Cal Rosal,42.0737666,1.8661665,ES
Caleta de Velez,36.7487,-4.0614,ES
Callosa d'en Sarria,38.6507684,-0.1216181,ES
Campano,36.35,-6.13333,ES
Campo,42.409,0.3981,ES
Dehesa de Campoamor,37.90385,-0.75359,ES
Campos y Salave,43.55,-6.88333,ES
Campotejar,37.482939,-3.6173478,ES
Canejan,42.8385614,0.739321399999994,ES
Canena,38.0493,-3.4831,ES
Arredondo,43.27325,-3.60031,ES
Cangas del Narcea,43.1773837,-6.5498404,ES
Cantagallo,40.37239,-5.8189,ES
Caparroso,42.341293,-1.64962,ES
Caravaca,38.107,-1.8629,ES
Carcastillo,42.37908,-1.44376,ES
Carcedo de Burgos,42.2866853,-3.6220969,ES
Carchel,37.65269,-3.63581,ES
Carchelejo,37.63596,-3.64058,ES
Carchuna,36.70118,-3.44494,ES
Cardona,41.91371,1.67855,ES
Carmona,37.47125,-5.64608,ES
Carrena,43.31737,-4.84609,ES
Cerecinos del Carrizal,41.682705,-5.65499720000003,ES
Carrion de los Condes,42.3413,-4.60071,ES
Cartavio,43.54741,-6.78862,ES
Cartaya,37.28333,-7.15,ES
Casabermeja,36.8926,-4.42938,ES
Casalarreina,42.54911,-2.90994,ES
Casares,36.4441,-5.2724,ES
Casas de Don Antonio,39.23333,-6.28333,ES
Casas de San Galindo,40.872342,-2.957495,ES
Casas del Monte,40.2032,-5.96152,ES
Casasola,40.6686976,-4.82776209999997,ES
Casasuertes,43.05962,-4.9518,ES
Caseres,41.0394453,0.251149700000042,ES
Casserres,42.01263,1.84416,ES
Castala,36.8847645,-2.9281577,ES
Castalla,38.59694,-0.67207,ES
Canero,43.55,-6.45,ES
Castanedo-Asturias,43.45023,-6.35849,ES
Castel de Cabra,40.80273,-0.696581899999956,ES
Castell de Ferro,36.72569,-3.355,ES
Castellanos de Villiquera,41.0522478,-5.6943311,ES
Castellar de N'Hug,42.28333,2.01667,ES
Castellar de la Ribera,42.0223125,1.41553909999993,ES
Castellciutat,42.3559528,1.443875,ES
Castellfollit de Riubregos,41.7758933,1.43793589999996,ES
Castellnou de Bassella,41.9986,1.2961,ES
Castelloli,41.59829,1.70057,ES
Castellote,40.799468,-0.318802000000005,ES
Castellsera,41.7458448,0.987444299999993,ES
Castelseras,40.9806785,-0.145403200000032,ES
Castildelgado,42.4375391,-3.08423319999997,ES
Castilleja de la Cuesta,37.3861591,-6.0550852,ES
Castillejo de Mesleon,41.281,-3.60137,ES
Castillo de Locubin,37.52858,-3.9422,ES
Castillonroy,41.882844,0.516175,ES
Castresana,43.02598,-3.33143,ES
Castril,37.79581,-2.78002,ES
Castrillo de Valderaduey,42.58041,-4.95889,ES
Castro Urdiales,43.3688221,-3.2156354,ES
Castro del Rio,37.69125,-4.48058,ES
Castrocontrigo,42.18363,-6.19022,ES
Castrotierra de Valmadrigel,42.34652,-5.24692,ES
Castrovega de Valmadrigal,42.3234,-5.28696,ES
Caunedo,43.06708,-6.25657,ES
Cauro,37.4083333,-3.7355556,ES
Cuenabres,43.0661111,-4.9883333,ES
Cazorla,37.91495,-3.00342,ES
Canada Morteros,37.6447222,-2.9361111,ES
Canada Vellida,40.7074924,-0.91490680000004,ES
